#1
double t_data(1345,16)	#t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	S.P	Q
10.66	0	30	59.39	27.29	0	0	7	61.53	251.8	34.82	0	0	261.1	8.314	20230
10.67	0	30	60.21	27.12	0	0	7	59.78	249.1	34.32	0	0	257.4	8.353	19890
10.68	0	30	62.43	27.42	0	0	7	57.61	245.4	33.66	0	0	252.5	8.542	19490
10.69	0	30	65.87	28.33	0	0	7	54.85	242.3	33.01	0	0	247.6	8.884	18820
10.7	0	30	65.62	28.28	0	0	7	52.8	238.2	32.34	0	0	242.5	8.838	18440
10.71	0	30	64	27.71	0	0	7	50.58	233.3	31.55	0	0	236.6	8.631	18050
10.72	0	30	59.54	26.69	0	0	7	48.93	228.1	30.78	0	0	230.8	8.15	17860
10.73	0	30	58.34	26.57	0	0	7	47.52	222.6	30.02	0	0	225.1	8.016	17780
10.74	0	30	57.34	26.62	0	0	7	48.28	215.8	29.34	0	0	220	7.916	18610
10.75	0	30	58.69	27.46	0	0	7	54.2	204.5	28.75	0	0	215.6	8.08	21810
10.76	0	30	60.47	28.33	0	0	7	52.02	204.8	28.54	0	0	214.1	8.294	20970
10.77	0	30	63.25	29.27	0	0	7	54.96	210	29.44	0	0	220.8	8.632	21560
10.78	0	30	62.37	30.63	0	0	7	53.35	214.6	29.77	0	0	223.3	8.683	20560
10.79	0	30	62.22	30.59	0	0	7	51.37	220.9	30.25	0	0	226.9	8.681	19310
10.8	0	30	62.01	28.16	0	0	7	46.28	226.3	30.28	0	0	227.1	8.463	17040
10.81	0	30	66.41	29.8	0	0	7	47.59	221.6	29.91	0	0	224.3	8.954	17880
10.82	0	30	67.19	29.82	0	0	7	53.47	206.4	28.87	0	0	216.5	8.989	21360
10.83	0	30	68.47	30.3	0	0	7	55.31	200.3	28.4	0	0	213	9.121	22640
10.84	0	30	71.89	32.13	0	0	7	56.7	206.3	29.22	0	0	219.1	9.584	22540
10.85	0	30	75.64	33.77	0	0	7	62.45	209.5	30.22	0	0	226.6	10.065	24230
10.86	0	30	77.44	34.3	0	0	7	56.24	222.2	30.94	0	0	232	10.281	20910
10.88	0	30	80.08	35.64	0	0	7	53.33	235.7	32.12	0	0	240.9	10.65	18810
10.89	0	30	82.6	36.06	0	0	7	57.16	229.7	31.88	0	0	239.1	10.888	20580
10.9	0	30	83.84	35.93	0	0	7	67.55	211.8	31.04	0	0	232.8	10.953	25680
10.91	0	30	84.22	35.45	0	0	7	62.45	217.4	31.1	0	0	233.2	10.947	23440
10.92	0	30	83.38	35.7	0	0	7	65.37	230.9	32.92	0	0	246.9	10.954	23140
10.93	0	30	82	35.63	0	0	7	67.45	233.6	33.45	0	0	250.9	10.85	23550
10.94	0	30	80.14	35.38	0	0	7	61.45	242.9	33.82	0	0	253.6	10.686	20900
10.95	0	30	77.75	34.94	0	0	7	75.56	233.1	34.29	0	0	257.2	10.466	26040
10.96	0	30	75.62	34.14	0	0	7	71.23	232.3	33.72	0	0	252.9	10.204	24830
10.97	0	30	71.87	32.7	0	0	7	72.12	244.9	35.23	0	0	264.2	9.818	23970
10.98	0	30	69.46	31.47	0	0	7	71.67	251.1	35.86	0	0	269	9.534	23310
10.99	0	30	67.5	30.68	0	0	7	70.11	254.6	36.08	0	0	270.6	9.312	22580
11	0	30	63.63	30.25	0	0	7	64.21	260.3	36.06	0	0	270.4	8.953	20410
11.01	0	30	61.67	30.21	0	0	7	63.76	258.5	35.81	0	0	268.6	8.779	20410
11.02	0	30	61.72	31.05	0	0	7	50.75	226.7	30.83	0	0	231.2	8.696	18620
11.03	0	30	62.16	31.67	0	0	7	49.25	223.2	30.27	0	0	227	8.768	18360
11.04	0	30	64.58	33.16	0	0	7	47.64	219.8	29.72	0	0	222.9	9.076	18040
11.05	0	30	67.85	35.12	0	0	7	45.3	216.2	29.06	0	0	217.9	9.491	17450
11.06	0	30	72.14	37.87	0	0	7	45.33	221.8	29.68	0	0	222.6	10.097	17030
11.07	0	30	72.47	37.87	0	0	7	42.5	214.9	28.6	0	0	214.5	10.091	16480
11.08	0	30	69.76	36.85	0	0	7	39.5	208.5	27.56	0	0	206.7	9.748	15780
11.09	0	30	67.5	36.47	0	0	7	38.55	202.4	26.78	0	0	200.8	9.503	15860
11.1	0	30	62.84	34.39	0	0	7	37.06	197.4	26.05	0	0	195.4	8.918	15640
11.11	0	30	62.24	34.68	0	0	7	32.89	191.6	24.95	0	0	187.1	8.858	14250
11.13	0	30	53.74	32.07	0	0	7	29.46	183.9	23.71	0	0	177.8	7.893	13230
11.14	0	30	54.45	29.9	0	0	7	26.68	175.4	22.45	0	0	168.4	7.732	12510
11.15	0	30	50.07	27.07	0	0	7	24.33	166.8	21.24	0	0	159.3	7.093	11950
11.16	0	30	46.35	24.7	0	0	7	22.1	158.2	20.04	0	0	150.3	6.549	11370
11.17	0	30	44.36	23.39	0	0	7	22.08	151.1	19.24	0	0	144.3	6.248	11970
11.18	0	30	42.58	22.2	0	0	7	20.41	145	18.38	0	0	137.9	5.974	11470
11.19	0	30	40	20.32	0	0	7	20.1	139.6	17.75	0	0	133.1	5.582	11770
11.2	0	30	40.39	20.54	0	0	7	21.43	136.7	17.57	0	0	131.7	5.628	12930
11.21	0	30	40.78	20.72	0	0	7	19.94	134.2	17.12	0	0	128.4	5.661	12200
11.22	0	30	40.47	20.75	0	0	7	20.98	132.3	17.03	0	0	127.7	5.635	13090
11.23	0	30	40.84	20.66	0	0	7	21.38	131.8	17.03	0	0	127.7	5.658	13410
11.24	0	30	40.47	20.61	0	0	7	21.33	131.6	17	0	0	127.5	5.622	13400
11.25	0	30	40.51	20.54	0	0	7	19.4	130	16.6	0	0	124.5	5.607	12250
11.26	0	30	40.52	20.44	0	0	7	19.07	127.6	16.29	0	0	122.2	5.591	12280
11.27	0	30	40.31	20.4	0	0	7	17.83	124.8	15.85	0	0	118.9	5.556	11670
11.28	0	30	40.12	20.16	0	0	7	17.77	122.3	15.56	0	0	116.7	5.511	11900
11.29	0	30	40.05	20.03	0	0	7	17.2	120.1	15.25	0	0	114.4	5.484	11710
11.3	0	30	40.34	20	0	0	7	17.11	118.2	15.03	0	0	112.7	5.499	11840
11.31	0	30	40.58	20.1	0	0	7	17.4	117.1	14.95	0	0	112.1	5.525	12190
11.32	0	30	40.89	20.4	0	0	7	18.01	117.1	15.01	0	0	112.6	5.578	12670
11.33	0	30	41.17	20.82	0	0	7	18.02	117.3	15.04	0	0	112.8	5.637	12650
11.34	0	30	41.86	21.17	0	0	7	17.76	117.2	15	0	0	112.5	5.723	12460
11.35	0	30	42.42	21.61	0	0	7	18.88	118	15.21	0	0	114.1	5.813	13220
11.36	0	30	43.95	22.14	0	0	7	19.88	119.9	15.53	0	0	116.5	5.993	13730
11.38	0	30	48.77	24.68	0	0	7	24.76	122.6	16.37	0	0	122.8	6.634	16830
11.39	0	30	59.89	29.66	0	0	7	26.38	130.6	17.44	0	0	130.8	8.008	16830
11.4	0	30	71.46	34.25	0	0	7	36.2	141.2	19.71	0	0	147.9	9.427	21150
11.41	0	30	80.01	37.94	0	0	7	47.5	156.9	22.71	0	0	170.3	10.54	24560
11.42	0	30	94.9	43.4	0	0	7	51.26	174.2	25.05	0	0	187.9	12.31	23950
11.43	0	30	105.8	46.61	0	0	7	60.94	189.2	27.79	0	0	208.4	13.57	25900
11.44	0	30	115.2	49.25	0	0	7	71	205.4	30.72	0	0	230.4	14.667	27490
11.45	0	30	120	50	0	0	7	83.12	220.2	33.7	0	0	252.7	15.223	29550
11.46	0	30	119	49.25	0	0	7	90.3	236.5	36.31	0	0	272.3	15.156	29830
11.47	0	30	112.1	45.74	0	0	7	95.77	250.7	38.5	0	0	288.7	14.36	29840
11.48	0	30	102.5	40.86	0	0	7	99.21	262.7	40.22	0	0	301.6	13.203	29560
11.49	0	30	94.81	39.03	0	0	7	89.71	275.5	40.58	0	0	304.4	12.425	26140
11.5	0	30	88.38	36.85	0	0	7	85.82	278.5	40.49	0	0	303.6	11.704	24930
11.51	0	30	81.29	34.25	0	0	7	85.38	277.2	40.28	0	0	302.1	10.89	24930
11.52	0	30	75.77	32.16	0	0	7	81.32	276.7	39.78	0	0	298.3	10.24	23920
11.53	0	30	70.37	30.78	0	0	7	80.83	275.9	39.64	0	0	297.3	9.671	23860
11.54	0	30	68.28	29.8	0	0	7	70.35	275.3	38.41	0	0	288.1	9.376	21090
11.55	0	30	67.03	29.24	0	0	7	82.33	268.8	39.01	0	0	292.6	9.245	24800
11.56	0	30	66.77	28.52	0	0	7	80.89	271.4	39.14	0	0	293.6	9.167	24220
11.57	0	30	67.08	27.96	0	0	7	75.76	272.2	38.66	0	0	290	9.131	22790
11.58	0	30	68.09	28.13	0	0	7	72.17	269.9	38.01	0	0	285.1	9.209	21980
11.59	0	30	68.72	27.55	0	0	7	62.36	266.2	36.51	0	0	273.8	9.167	19440
11.6	0	30	68.31	27.46	0	0	7	54.79	256.3	34.56	0	0	259.2	9.064	17810
11.61	0	30	65.17	26.46	0	0	7	72.18	248.3	35.61	0	0	267	8.751	23700
11.63	0	30	61.65	26.18	0	0	7	66.38	252.3	35.41	0	0	265.5	8.428	21660
11.64	0	30	59.76	26.29	0	0	7	61.05	250.9	34.66	0	0	259.9	8.257	20150
11.65	0	30	58.95	26.79	0	0	7	63.36	247	34.49	0	0	258.7	8.225	21160
11.66	0	30	59.39	27.29	0	0	7	50.94	244.6	32.84	0	0	246.3	8.252	17350
11.67	0	30	60.21	27.12	0	0	7	46.74	233.9	31.18	0	0	233.9	8.255	16650
11.68	0	30	62.43	27.42	0	0	7	49.42	225.2	30.51	0	0	228.8	8.443	18260
11.69	0	30	65.87	28.33	0	0	7	48.31	220.7	29.89	0	0	224.1	8.786	18220
11.7	0	30	65.62	28.28	0	0	7	48.84	218.2	29.68	0	0	222.6	8.754	18610
11.71	0	30	64	27.71	0	0	7	46.9	216.2	29.24	0	0	219.3	8.559	18060
11.72	0	30	59.54	26.69	0	0	7	45	213.2	28.69	0	0	215.2	8.085	17580
11.73	0	30	58.34	26.57	0	0	7	43.38	208.5	27.99	0	0	209.9	7.953	17340
11.74	0	30	57.34	26.62	0	0	7	43.59	205.8	27.71	0	0	207.8	7.865	17640
11.75	0	30	58.69	27.46	0	0	7	43.47	204	27.5	0	0	206.2	8.041	17740
11.76	0	30	60.47	28.33	0	0	7	43.17	202.5	27.3	0	0	204.8	8.256	17750
11.77	0	30	63.25	29.27	0	0	7	42.86	201.3	27.13	0	0	203.4	8.56	17730
11.78	0	30	62.37	30.63	0	0	7	53.43	202.3	28.42	0	0	213.1	8.64	21740
11.79	0	30	62.22	30.59	0	0	7	53.6	208.8	29.16	0	0	218.7	8.647	21180
11.8	0	30	62.01	28.16	0	0	7	53.49	213	29.61	0	0	222.1	8.442	20750
11.81	0	30	66.41	29.8	0	0	7	55.42	216.1	30.17	0	0	226.3	8.962	21160
11.82	0	30	67.19	29.82	0	0	7	46.96	218.1	29.45	0	0	220.9	9.007	17930
11.83	0	30	68.47	30.3	0	0	7	50.71	215.4	29.57	0	0	221.8	9.157	19540
11.84	0	30	71.89	32.13	0	0	7	59.97	217.1	30.79	0	0	230.9	9.633	22640
11.85	0	30	75.64	33.77	0	0	7	57.29	223.1	31.16	0	0	233.7	10.094	21180
11.86	0	30	77.44	34.3	0	0	7	58.67	225.6	31.58	0	0	236.9	10.302	21440
11.88	0	30	80.08	35.64	0	0	7	56.54	227.9	31.6	0	0	237	10.634	20520
11.89	0	30	82.6	36.06	0	0	7	49.42	227.3	30.75	0	0	230.6	10.852	18100
11.9	0	30	83.84	35.93	0	0	7	67.86	224.9	32.53	0	0	244	11	24480
11.91	0	30	84.22	35.45	0	0	7	64.35	233.5	33.1	0	0	248.2	11.01	22590
11.92	0	30	83.38	35.7	0	0	7	62.34	236.8	33.24	0	0	249.3	10.964	21670
11.93	0	30	82	35.63	0	0	7	60.69	237.8	33.17	0	0	248.8	10.841	21060
11.94	0	30	80.14	35.38	0	0	7	47.26	236.1	31.48	0	0	236.1	10.613	16680
11.95	0	30	77.75	34.94	0	0	7	68.17	229.8	33.11	0	0	248.3	10.429	24120
11.96	0	30	75.62	34.14	0	0	7	62.92	237.1	33.34	0	0	250	10.192	21830
11.97	0	30	71.87	32.7	0	0	7	65.78	238.7	33.84	0	0	253.8	9.775	22590
11.98	0	30	69.46	31.47	0	0	7	61.6	241.2	33.65	0	0	252.4	9.464	21070
11.99	0	30	67.5	30.68	0	0	7	54.54	239.9	32.72	0	0	245.4	9.207	18900
12	0	30	63.63	30.25	0	0	7	37.29	182.9	24.46	0	0	183.5	8.59	16990
12.01	0	30	61.67	30.21	0	0	7	36.58	179.4	24	0	0	180	8.409	16990
12.02	0	30	61.72	31.05	0	0	7	34.3	179	23.7	0	0	177.8	8.473	15960
12.03	0	30	62.16	31.67	0	0	7	34.85	183.7	24.28	0	0	182.1	8.58	15810
12.04	0	30	64.58	33.16	0	0	7	34.66	184.9	24.4	0	0	183	8.909	15610
12.05	0	30	67.85	35.12	0	0	7	34.47	188.2	24.74	0	0	185.5	9.355	15250
12.06	0	30	72.14	37.87	0	0	7	34.31	190.4	24.97	0	0	187.2	9.949	14990
12.07	0	30	72.47	37.87	0	0	7	31.84	180.7	23.61	0	0	177.1	9.934	14650
12.08	0	30	69.76	36.85	0	0	7	29.86	174.4	22.69	0	0	170.2	9.595	14210
12.09	0	30	67.5	36.47	0	0	7	29.02	168.8	21.98	0	0	164.9	9.353	14270
12.1	0	30	62.84	34.39	0	0	7	27.88	163.8	21.29	0	0	159.7	8.769	14130
12.11	0	30	62.24	34.68	0	0	7	25.7	160.1	20.64	0	0	154.8	8.723	13260
12.13	0	30	53.74	32.07	0	0	7	23.91	155.7	19.96	0	0	149.7	7.776	12640
12.14	0	30	54.45	29.9	0	0	7	22.37	150.6	19.22	0	0	144.1	7.631	12190
12.15	0	30	50.07	27.07	0	0	7	20.94	144.7	18.41	0	0	138	7.005	11840
12.16	0	30	46.35	24.7	0	0	7	19.66	139.6	17.69	0	0	132.7	6.476	11480
12.17	0	30	44.36	23.39	0	0	7	19.36	133.6	17	0	0	127.5	6.178	11850
12.18	0	30	42.58	22.2	0	0	7	18.23	128.8	16.34	0	0	122.5	5.91	11540
12.19	0	30	40	20.32	0	0	7	18.07	125.9	16	0	0	120	5.528	11730
12.2	0	30	40.39	20.54	0	0	7	18.4	121.5	15.54	0	0	116.6	5.564	12450
12.21	0	30	40.78	20.72	0	0	7	17.52	119.7	15.24	0	0	114.3	5.602	11990
12.22	0	30	40.47	20.75	0	0	7	17.89	117.3	15.02	0	0	112.6	5.572	12550
12.23	0	30	40.84	20.66	0	0	7	17.97	116	14.89	0	0	111.7	5.591	12760
12.24	0	30	40.47	20.61	0	0	7	17.77	114.9	14.74	0	0	110.5	5.552	12750
12.25	0	30	40.51	20.54	0	0	7	16.93	115.3	14.69	0	0	110.2	5.547	12030
12.26	0	30	40.52	20.44	0	0	7	16.97	115.4	14.71	0	0	110.3	5.541	12050
12.27	0	30	40.31	20.4	0	0	7	16.35	114.4	14.53	0	0	109	5.515	11670
12.28	0	30	40.12	20.16	0	0	7	16.36	113.3	14.4	0	0	108	5.474	11810
12.29	0	30	40.05	20.03	0	0	7	16.22	113.3	14.39	0	0	107.9	5.457	11690
12.3	0	30	40.34	20	0	0	7	16.36	113.5	14.43	0	0	108.2	5.481	11780
12.31	0	30	40.58	20.1	0	0	7	16.45	112.4	14.31	0	0	107.3	5.505	11990
12.32	0	30	40.89	20.4	0	0	7	16.71	111.6	14.25	0	0	106.9	5.555	12290
12.33	0	30	41.17	20.82	0	0	7	16.64	111.3	14.21	0	0	106.6	5.611	12280
12.34	0	30	41.86	21.17	0	0	7	16.42	110.8	14.13	0	0	106	5.695	12160
12.35	0	30	42.42	21.61	0	0	7	17.11	111.4	14.28	0	0	107.1	5.784	12640
12.36	0	30	43.95	22.14	0	0	7	17.5	111.3	14.32	0	0	107.4	5.955	12960
12.38	0	30	48.77	24.68	0	0	7	19.59	109.3	14.32	0	0	107.4	6.57	14900
12.39	0	30	59.89	29.66	0	0	7	20.28	113.1	14.82	0	0	111.2	7.926	14900
12.4	0	30	71.46	34.25	0	0	7	25.79	122	16.42	0	0	123.2	9.324	17610
12.41	0	30	80.01	37.94	0	0	7	30.93	129.9	17.87	0	0	134	10.388	19750
12.42	0	30	94.9	43.4	0	0	7	32.87	140.8	19.3	0	0	144.8	12.129	19370
12.43	0	30	105.8	46.61	0	0	7	37.69	151.3	21	0	0	157.5	13.357	20600
12.44	0	30	115.2	49.25	0	0	7	42.78	163.2	22.88	0	0	171.6	14.422	21590
12.45	0	30	120	50	0	0	7	49.05	175.4	24.94	0	0	187	14.949	22890
12.46	0	30	119	49.25	0	0	7	52.93	187.6	26.73	0	0	200.5	14.856	23070
12.47	0	30	112.1	45.74	0	0	7	55.86	197.9	28.2	0	0	211.5	14.038	23080
12.48	0	30	102.5	40.86	0	0	7	57.94	207	29.44	0	0	220.8	12.865	22910
12.49	0	30	94.81	39.03	0	0	7	54.99	218.9	30.43	0	0	228.2	12.107	20760
12.5	0	30	88.38	36.85	0	0	7	54.42	225.4	31.09	0	0	233.2	11.41	20010
12.51	0	30	81.29	34.25	0	0	7	53.98	223.6	30.84	0	0	231.3	10.594	20010
12.52	0	30	75.77	32.16	0	0	7	51.93	222.4	30.48	0	0	228.6	9.949	19380
12.53	0	30	70.37	30.78	0	0	7	51.2	219.8	30.11	0	0	225.8	9.373	19340
12.54	0	30	68.28	29.8	0	0	7	46.73	221.1	29.76	0	0	223.2	9.105	17600
12.55	0	30	67.03	29.24	0	0	7	51.36	213.5	29.43	0	0	220.7	8.945	19940
12.56	0	30	66.77	28.52	0	0	7	49.51	209.8	28.81	0	0	216.1	8.843	19580
12.57	0	30	67.08	27.96	0	0	7	47.57	211.8	28.81	0	0	216.1	8.823	18680
12.58	0	30	68.09	28.13	0	0	7	46.13	211.3	28.6	0	0	214.5	8.914	18170
12.59	0	30	68.72	27.55	0	0	7	42.2	212.2	28.26	0	0	212	8.908	16570
12.6	0	30	68.31	27.46	0	0	7	39.34	210.7	27.78	0	0	208.4	8.852	15550
12.61	0	30	65.17	26.46	0	0	7	46.32	199.7	27.34	0	0	205	8.492	19260
12.63	0	30	61.65	26.18	0	0	7	43.14	199.7	26.99	0	0	202.4	8.164	17980
12.64	0	30	59.76	26.29	0	0	7	40.58	198.5	26.57	0	0	199.3	8.003	17030
12.65	0	30	58.95	26.79	0	0	7	41.4	195.1	26.28	0	0	197.1	7.968	17670
12.66	0	30	59.39	27.29	0	0	7	36.14	197	25.91	0	0	194.3	8.035	15260
12.67	0	30	60.21	27.12	0	0	7	34.77	195	25.53	0	0	191.5	8.078	14830
12.68	0	30	62.43	27.42	0	0	7	36.17	190.1	25.14	0	0	188.6	8.275	15850
12.69	0	30	65.87	28.33	0	0	7	35.46	186.7	24.69	0	0	185.2	8.624	15820
12.7	0	30	65.62	28.28	0	0	7	35.28	182.9	24.25	0	0	181.8	8.584	16070
12.71	0	30	64	27.71	0	0	7	34.02	180.3	23.81	0	0	178.6	8.388	15720
12.72	0	30	59.54	26.69	0	0	7	32.93	177.8	23.42	0	0	175.6	7.919	15420
12.73	0	30	58.34	26.57	0	0	7	32.19	175.5	23.07	0	0	173	7.799	15270
12.74	0	30	57.34	26.62	0	0	7	32.36	174.3	22.96	0	0	172.2	7.716	15460
12.75	0	30	58.69	27.46	0	0	7	33.22	178.1	23.48	0	0	176.1	7.915	15530
12.76	0	30	60.47	28.33	0	0	7	33.5	179.6	23.68	0	0	177.6	8.142	15530
12.77	0	30	63.25	29.27	0	0	7	33.88	181.7	23.96	0	0	179.7	8.46	15520
12.78	0	30	62.37	30.63	0	0	7	38.48	177.3	23.98	0	0	179.9	8.501	18060
12.79	0	30	62.22	30.59	0	0	7	37.51	176.4	23.77	0	0	178.3	8.478	17710
12.8	0	30	62.01	28.16	0	0	7	36.09	172.4	23.16	0	0	173.7	8.24	17440
12.81	0	30	66.41	29.8	0	0	7	36.11	169.9	22.89	0	0	171.7	8.734	17700
12.82	0	30	67.19	29.82	0	0	7	33.29	177.1	23.37	0	0	175.3	8.816	15660
12.83	0	30	68.47	30.3	0	0	7	35.95	179.6	23.96	0	0	179.7	8.982	16680
12.84	0	30	71.89	32.13	0	0	7	40.19	179.2	24.38	0	0	182.8	9.432	18650
12.85	0	30	75.64	33.77	0	0	7	39.59	186	25.07	0	0	188	9.903	17730
12.86	0	30	77.44	34.3	0	0	7	39.68	184.7	24.93	0	0	187	10.093	17890
12.88	0	30	80.08	35.64	0	0	7	37.85	182.2	24.45	0	0	183.4	10.409	17310
12.89	0	30	82.6	36.06	0	0	7	35.08	185.3	24.48	0	0	183.6	10.656	15770
12.9	0	30	83.84	35.93	0	0	7	44.39	185.6	25.55	0	0	191.6	10.781	19830
12.91	0	30	84.22	35.45	0	0	7	42.61	190.2	25.87	0	0	194	10.783	18630
12.92	0	30	83.38	35.7	0	0	7	41.83	192.9	26.08	0	0	195.6	10.74	18050
12.93	0	30	82	35.63	0	0	7	41.52	195.7	26.36	0	0	197.7	10.628	17670
12.94	0	30	80.14	35.38	0	0	7	35.56	198.7	26.03	0	0	195.2	10.442	14880
12.95	0	30	77.75	34.94	0	0	7	46.33	195.9	26.91	0	0	201.9	10.235	19620
12.96	0	30	75.62	34.14	0	0	7	43.99	201.6	27.29	0	0	204.7	10.002	18160
12.97	0	30	71.87	32.7	0	0	7	45.2	201.6	27.42	0	0	205.7	9.574	18650
12.98	0	30	69.46	31.47	0	0	7	43.21	203.5	27.41	0	0	205.6	9.269	17680
12.99	0	30	67.5	30.68	0	0	7	40.15	205.3	27.27	0	0	204.5	9.036	16300
13	0	30	63.63	30.25	0	0	7	37.5	202.9	26.71	0	0	200.3	8.66	15390
13.01	0	30	61.67	30.21	0	0	7	37.23	199.5	26.31	0	0	197.3	8.481	15530
13.02	0	30	61.72	31.05	0	0	7	33.98	179.3	23.7	0	0	177.8	8.473	15780
13.03	0	30	62.16	31.67	0	0	7	39.36	179.2	24.28	0	0	182.1	8.58	18280
13.04	0	30	64.58	33.16	0	0	7	38.07	181.5	24.4	0	0	183	8.909	17470
13.05	0	30	67.85	35.12	0	0	7	39.98	182.6	24.74	0	0	185.5	9.355	18220
13.06	0	30	72.14	37.87	0	0	7	40.19	184.5	24.97	0	0	187.2	9.949	18130
13.07	0	30	72.47	37.87	0	0	7	29.9	182.6	23.61	0	0	177.1	9.934	13550
13.08	0	30	69.76	36.85	0	0	7	28.92	175.3	22.69	0	0	170.2	9.595	13660
13.09	0	30	67.5	36.47	0	0	7	28.04	169.8	21.98	0	0	164.9	9.353	13680
13.1	0	30	62.84	34.39	0	0	7	26.63	165	21.29	0	0	159.7	8.769	13340
13.11	0	30	62.24	34.68	0	0	7	25.4	160.4	20.64	0	0	154.8	8.723	13080
13.13	0	30	53.74	32.07	0	0	7	23.02	156.6	19.96	0	0	149.7	7.776	12040
13.14	0	30	54.45	29.9	0	0	7	22.16	150.8	19.22	0	0	144.1	7.631	12040
13.15	0	30	50.07	27.07	0	0	7	20.33	145.3	18.41	0	0	138	7.005	11400
13.16	0	30	46.35	24.7	0	0	7	19.31	139.9	17.69	0	0	132.7	6.476	11220
13.17	0	30	44.36	23.39	0	0	7	18.14	134.8	17	0	0	127.5	6.178	10900
13.18	0	30	42.58	22.2	0	0	7	17.11	129.9	16.34	0	0	122.5	5.91	10630
13.19	0	30	40	20.32	0	0	7	17.61	126.4	16	0	0	120	5.528	11350
13.2	0	30	40.39	20.54	0	0	7	16.57	123.3	15.54	0	0	116.6	5.564	10880
13.21	0	30	40.78	20.72	0	0	7	16.6	120.6	15.24	0	0	114.3	5.602	11190
13.22	0	30	40.47	20.75	0	0	7	16.53	118.6	15.02	0	0	112.6	5.572	11340
13.23	0	30	40.84	20.66	0	0	7	16.7	117.3	14.89	0	0	111.7	5.591	11620
13.24	0	30	40.47	20.61	0	0	7	16.42	116.2	14.74	0	0	110.5	5.552	11520
13.25	0	30	40.51	20.54	0	0	7	16.72	115.5	14.69	0	0	110.2	5.547	11840
13.26	0	30	40.52	20.44	0	0	7	17.03	115.4	14.71	0	0	110.3	5.541	12110
13.27	0	30	40.31	20.4	0	0	7	16.09	114.7	14.53	0	0	109	5.515	11430
13.28	0	30	40.12	20.16	0	0	7	15.98	113.6	14.4	0	0	108	5.474	11460
13.29	0	30	40.05	20.03	0	0	7	16.36	113.2	14.39	0	0	107.9	5.457	11830
13.3	0	30	40.34	20	0	0	7	16.62	113.3	14.43	0	0	108.2	5.481	12020
13.31	0	30	40.58	20.1	0	0	7	15.91	112.9	14.31	0	0	107.3	5.505	11490
13.32	0	30	40.89	20.4	0	0	7	15.98	112.3	14.25	0	0	106.9	5.555	11610
13.33	0	30	41.17	20.82	0	0	7	15.95	111.9	14.21	0	0	106.6	5.611	11630
13.34	0	30	41.86	21.17	0	0	7	15.7	111.5	14.13	0	0	106	5.695	11480
13.35	0	30	42.42	21.61	0	0	7	16.71	111.8	14.28	0	0	107.1	5.784	12270
13.36	0	30	43.95	22.14	0	0	7	16.44	112.4	14.32	0	0	107.4	5.955	11980
13.38	0	30	48.77	24.68	0	0	7	16.35	112.6	14.32	0	0	107.4	6.57	11890
13.39	0	30	59.89	29.66	0	0	7	18.93	114.5	14.82	0	0	111.2	7.926	13690
13.4	0	30	71.46	34.25	0	0	7	26.34	121.5	16.42	0	0	123.2	9.324	18050
13.41	0	30	80.01	37.94	0	0	7	29.26	131.5	17.87	0	0	134	10.388	18510
13.42	0	30	94.9	43.4	0	0	7	32.5	141.2	19.3	0	0	144.8	12.129	19120
13.43	0	30	105.8	46.61	0	0	7	37.63	151.4	21	0	0	157.5	13.357	20560
13.44	0	30	115.2	49.25	0	0	7	43.24	162.7	22.88	0	0	171.6	14.422	21860
13.45	0	30	120	50	0	0	7	49.68	174.8	24.94	0	0	187	14.949	23230
13.46	0	30	119	49.25	0	0	7	53.55	187	26.73	0	0	200.5	14.856	23380
13.47	0	30	112.1	45.74	0	0	7	56.24	197.6	28.2	0	0	211.5	14.038	23260
13.48	0	30	102.5	40.86	0	0	7	58.75	206.2	29.44	0	0	220.8	12.865	23270
13.49	0	30	94.81	39.03	0	0	7	60.46	213.4	30.43	0	0	228.2	12.107	23160
13.5	0	30	88.38	36.85	0	0	7	60.71	219.1	31.09	0	0	233.2	11.41	22700
13.51	0	30	81.29	34.25	0	0	7	55.04	222.5	30.84	0	0	231.3	10.594	20460
13.52	0	30	75.77	32.16	0	0	7	52.83	221.5	30.48	0	0	228.6	9.949	19770
13.53	0	30	70.37	30.78	0	0	7	51.32	219.7	30.11	0	0	225.8	9.373	19390
13.54	0	30	68.28	29.8	0	0	7	50.22	217.6	29.76	0	0	223.2	9.105	19170
13.55	0	30	67.03	29.24	0	0	7	49.23	215.6	29.43	0	0	220.7	8.945	18970
13.56	0	30	66.77	28.52	0	0	7	46.11	213.2	28.81	0	0	216.1	8.843	18000
13.57	0	30	67.08	27.96	0	0	7	48.84	210.5	28.81	0	0	216.1	8.823	19260
13.58	0	30	68.09	28.13	0	0	7	47.45	209.9	28.6	0	0	214.5	8.914	18790
13.59	0	30	68.72	27.55	0	0	7	45.92	208.4	28.26	0	0	212	8.908	18330
13.6	0	30	68.31	27.46	0	0	7	43.85	206.2	27.78	0	0	208.4	8.852	17710
13.61	0	30	65.17	26.46	0	0	7	42.72	203.3	27.34	0	0	205	8.492	17500
13.63	0	30	61.65	26.18	0	0	7	42.16	200.7	26.99	0	0	202.4	8.164	17500
13.64	0	30	59.76	26.29	0	0	7	40.78	198.3	26.57	0	0	199.3	8.003	17130
